Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
  4.583333333333333e-02,  1.504090835515030e+00, -1.597417015136959e-02,  5.983686090718560e-02,  2.016818826061171e+00, -1.497468880374709e-01, -2.245785473557576e-01
  5.000000000000000e-02,  1.513907637140118e+00, -1.473761423377407e-02,  5.877049203026991e-02,  2.017884966250229e+00, -1.557637069581365e-01, -2.260942128691670e-01
  5.416666666666666e-02,  1.523527929241378e+00, -1.345035067431466e-02,  5.780705636520689e-02,  2.018236151454991e+00, -1.620045680778747e-01, -2.276117511660873e-01
  5.833333333333333e-02,  1.532917384670736e+00, -1.212270338419197e-02,  5.694737793494330e-02,  2.017829945750393e+00, -1.684080522842782e-01, -2.291175721464515e-01
  6.250000000000000e-02,  1.542040301625589e+00, -1.077271913829358e-02,  5.619436678480696e-02,  2.016627929754145e+00, -1.749144821049938e-01, -2.305937092170362e-01
  6.666666666666667e-02,  1.550860186255238e+00, -9.420939311526322e-03,  5.554944969962583e-02,  2.014597338434672e+00, -1.814652338194281e-01, -2.320218017930553e-01
  7.083333333333333e-02,  1.559340000936941e+00, -8.089816462745647e-03,  5.501255286236255e-02,  2.011711552332168e+00, -1.880051978665307e-01, -2.333836459713790e-01
  7.500000000000000e-02,  1.567442470992105e+00, -6.802910768140213e-03,  5.458202558680667e-02,  2.007950356832174e+00, -1.944850787126967e-01, -2.346617621348147e-01
  7.916666666666666e-02,  1.575130449134563e+00, -5.583930088403077e-03,  5.425450346550430e-02,  2.003299939347795e+00, -2.008633188799877e-01, -2.358399246339449e-01
  8.333333333333333e-02,  1.582367333558159e+00, -4.455696497322581e-03,  5.402472647836661e-02,  1.997752620796708e+00, -2.071074500211526e-01, -2.369036220031362e-01
  8.749999999999999e-02,  1.589117521176273e+00, -3.439122710848119e-03,  5.388533749469189e-02,  1.991306347320326e+00, -2.131947269010598e-01, -2.378404385001345e-01
  9.166666666666666e-02,  1.595346867874514e+00, -2.552272848946213e-03,  5.382669778775422e-02,  1.983963992184540e+00, -2.191119975765641e-01, -2.386403380031647e-01
  9.583333333333333e-02,  1.601023128224145e+00, -1.809569415998080e-03,  5.383676419219714e-02,  1.975732531155681e+00, -2.248548563084718e-01, -2.392958222526779e-01
  9.999999999999999e-02,  1.606116348139961e+00, -1.221205192185382e-03,  5.390107599483825e-02,  1.966622157094076e+00, -2.304262010463752e-01, -2.398019407395619e-01
  1.041666666666667e-01,  1.610598878462744e+00, -7.951594031914144e-04,  5.400220349797689e-02,  1.956644817372437e+00, -2.358343413857222e-01, -2.401612459214039e-01
  1.083333333333333e-01,  1.614446863787502e+00, -5.274544422189109e-04,  5.412263122826545e-02,  1.945815686270987e+00, -2.410908196614310e-01, -2.403638435011468e-01
  1.125000000000000e-01,  1.617638478748403e+00, -4.170538776566701e-04,  5.424147793285868e-02,  1.934149000535226e+00, -2.462085915194258e-01, -2.404155116288846e-01
  1.166666666666667e-01,  1.620155034932219e+00, -4.569290806288873e-04,  5.433684797491660e-02,  1.921659226029603e+00, -2.511990555365594e-01, -2.403247046270392e-01
  1.208333333333333e-01,  1.621981529059288e+00, -6.339415959200068e-04,  5.438732602344731e-02,  1.908362056139847e+00, -2.560718860327884e-01, -2.400847157890332e-01
  1.250000000000000e-01,  1.623105262797287e+00, -9.340503715222770e-04,  5.437064983870060e-02,  1.894270860261669e+00, -2.608309180552265e-01, -2.397079105035514e-01
  1.291666666666667e-01,  1.623516129321955e+00, -1.339599259952529e-03,  5.426610200215686e-02,  1.879399540858125e+00, -2.654758862810214e-01, -2.391897825888746e-01
  1.333333333333333e-01,  1.623207426437702e+00, -1.830713687761332e-03,  5.405335756646945e-02,  1.863759424042800e+00, -2.699970307939004e-01, -2.385493086391623e-01
  1.375000000000000e-01,  1.622173745332446e+00, -2.386479929776142e-03,  5.371421374493819e-02,  1.847362562223106e+00, -2.743798014542051e-01, -2.377831908244097e-01
  1.416666666666667e-01,  1.620412310282719e+00, -2.983934479952488e-03,  5.323367109219746e-02,  1.830219731916138e+00, -2.786013324507081e-01, -2.368942523729403e-01
  1.458333333333333e-01,  1.617921820031060e+00, -3.600858571092713e-03,  5.259676255340515e-02,  1.812340387746652e+00, -2.826294508737550e-01, -2.358950586730935e-01
  1.500000000000000e-01,  1.614702716283118e+00, -4.213243708809378e-03,  5.179377082343273e-02,  1.793734511889079e+00, -2.864262029448796e-01, -2.347856878146628e-01
