Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristHand
  6.250000000000000e+00,  1.595166183319769e-01, -9.805113765668522e-02,  3.635068488588438e-01,  2.710182352186482e-01,  9.851458638264987e-01,  1.015801320489809e-01, -3.051652768887386e-01,  9.561141770417465e-01,  3.196398897018003e-01,  5.478792517372268e-01,  6.420971703917996e-02,  0.000000000000000e+00,  0.000000000000000e+00
  6.254166666666666e+00,  1.585856434579819e-01, -9.975960264079203e-02,  3.625438304962074e-01,  2.702232637274884e-01,  9.850070447820275e-01,  1.017687825382700e-01, -3.051722092909470e-01,  9.568153321795898e-01,  3.178310731464388e-01,  5.578989384515484e-01,  6.030993706294642e-02,  2.220446049250313e-16,  0.000000000000000e+00
  6.258333333333334e+00,  1.575928737527433e-01, -1.015055495584531e-01,  3.614920468488773e-01,  2.693561029094151e-01,  9.848582883171607e-01,  1.019719046864723e-01, -3.051146221552235e-01,  9.575961930864562e-01,  3.161043803239444e-01,  5.681032811463558e-01,  5.664968605832345e-02,  0.000000000000000e+00,  0.000000000000000e+00
  6.262500000000000e+00,  1.565344325400378e-01, -1.032948459703849e-01,  3.603462100558442e-01,  2.684128459354567e-01,  9.846990709225268e-01,  1.021902605187719e-01, -3.049725756720267e-01,  9.584395501231058e-01,  3.144842783356134e-01,  5.784747164871079e-01,  5.325557277534249e-02,  4.440892098500626e-16,  0.000000000000000e+00
  6.266666666666667e+00,  1.554090718149778e-01, -1.051320272582061e-01,  3.591045766936347e-01,  2.673925932063600e-01,  9.845293252471152e-01,  1.024239650740218e-01, -3.047318739464434e-01,  9.593363734147854e-01,  3.129891714387766e-01,  5.889960134163322e-01,  5.015971021100338e-02,  0.000000000000000e+00,  0.000000000000000e+00
  6.270833333333333e+00,  1.542186463122803e-01, -1.070203322680622e-01,  3.577697457563592e-01,  2.662980815671964e-01,  9.843495189783339e-01,  1.026723683224184e-01, -3.043850133809747e-01,  9.602843831666180e-01,  3.116288386620569e-01,  5.996532278166297e-01,  4.740213265890734e-02,  0.000000000000000e+00,  0.000000000000000e+00
  6.275000000000000e+00,  1.529676817157493e-01, -1.089606588829298e-01,  3.563477959509826e-01,  2.651349196011049e-01,  9.841605561783612e-01,  1.029342036089540e-01, -3.039298725486594e-01,  9.612840143967856e-01,  3.104039098973691e-01,  6.104401602047007e-01,  4.502121031376122e-02,  0.000000000000000e+00,  0.000000000000000e+00
  6.279166666666667e+00,  1.516631326250862e-01, -1.109507976626589e-01,  3.548477929703148e-01,  2.639111324446026e-01,  9.839637153180806e-01,  1.032076795336506e-01, -3.033689955361157e-01,  9.623378795417803e-01,  3.093059473182740e-01,  6.213594463731937e-01,  4.305203274329147e-02,  4.440892098500626e-16,  0.000000000000000e+00
  6.283333333333333e+00,  1.503145100528959e-01, -1.129856375846603e-01,  3.532821350853940e-01,  2.626374011055122e-01,  9.837606657755993e-01,  1.034904488569664e-01, -3.027097033772709e-01,  9.634529221811912e-01,  3.083178852951189e-01,  6.324190058862401e-01,  4.153621154751482e-02,  2.220446049250313e-16,  0.000000000000000e+00
  6.287500000000000e+00,  1.489332933028284e-01, -1.150583663809188e-01,  3.516660522762758e-01,  2.613266074652432e-01,  9.835533746593638e-01,  1.037797304991727e-01, -3.019633964622232e-01,  9.646391780041199e-01,  3.074167156404207e-01,  6.436277783066409e-01,  4.052111864391442e-02, -2.220446049250313e-16,  0.000000000000000e+00
