Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ThoraxClavicula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ClaviculaScapula[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ScapulaHumerus[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.HumerusUlna,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.UlnaRadius,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.RadiusWrist,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristHand
  6.250000000000000e+00,  3.957775033124946e-01, -2.318337905547046e-01,  7.521245310053241e-01,  6.812078139874672e-01,  1.050621792147398e+00,  2.047813830829799e-03, -4.172954612352440e-01,  6.609028139204740e-01,  2.527029985812925e-01,  2.526154345339153e-01,  1.215045913365728e+00, -1.211775909858548e-02, -1.976439626222499e-01
  6.254166666666666e+00,  3.949407140825030e-01, -2.325788148622632e-01,  7.511572185926043e-01,  6.800150395804518e-01,  1.050467808312101e+00,  2.322511870494451e-03, -4.139392343650334e-01,  6.567610648023050e-01,  2.598349872956342e-01,  2.519192447933006e-01,  1.221382368637616e+00, -1.245086979838317e-02, -1.928622017602801e-01
  6.258333333333334e+00,  3.940812931155653e-01, -2.333652476943039e-01,  7.501785821656930e-01,  6.788055466694481e-01,  1.050311480397921e+00,  2.601126531316120e-03, -4.105281325194315e-01,  6.523809018360441e-01,  2.670875307556793e-01,  2.513898503609792e-01,  1.227650834294480e+00, -1.285378992404795e-02, -1.881693319741096e-01
  6.262500000000000e+00,  3.931937210609865e-01, -2.341985971552924e-01,  7.491826578823166e-01,  6.775718904794351e-01,  1.050151834886020e+00,  2.885378445341130e-03, -4.070583203845562e-01,  6.477669634484526e-01,  2.744746527221135e-01,  2.510075940284054e-01,  1.233906018582765e+00, -1.328823319220440e-02, -1.835846686622254e-01
  6.266666666666667e+00,  3.922740392729567e-01, -2.350823478419030e-01,  7.481649438935633e-01,  6.763084829907033e-01,  1.049988121580289e+00,  3.176578963444055e-03, -4.035265064031985e-01,  6.429305162247014e-01,  2.820078548681855e-01,  2.507513607937230e-01,  1.240161827120761e+00, -1.370595913128714e-02, -1.790982914080176e-01
  6.270833333333333e+00,  3.913180179104338e-01, -2.360203324488434e-01,  7.471207270827834e-01,  6.750094542859495e-01,  1.049819546271969e+00,  3.476110472873438e-03, -3.999290888663639e-01,  6.378858277374633e-01,  2.896999933344629e-01,  2.505966228949532e-01,  1.246396573468240e+00, -1.406058044011282e-02, -1.746645343831865e-01
  6.275000000000000e+00,  3.903222753836115e-01, -2.370160565742841e-01,  7.460465542458022e-01,  6.736704376492693e-01,  1.049645508202501e+00,  3.785006873223228e-03, -3.962622884369382e-01,  6.326473644099531e-01,  2.975626474906676e-01,  2.505129333585434e-01,  1.252577075052534e+00, -1.433038573631040e-02, -1.702045142937668e-01
  6.279166666666667e+00,  3.892847646035302e-01, -2.380726203834340e-01,  7.449409812441700e-01,  6.722894628387192e-01,  1.049465725058996e+00,  4.103736771303541e-03, -3.925210698338802e-01,  6.272193873277689e-01,  3.056051651298000e-01,  2.504669799452605e-01,  1.258666960743432e+00, -1.453664030132251e-02, -1.656286706161147e-01
  6.283333333333333e+00,  3.882049762228879e-01, -2.391920741536459e-01,  7.438045084074869e-01,  6.708669294288987e-01,  1.049280228559560e+00,  4.432212909073996e-03, -3.886979250044980e-01,  6.215875253253113e-01,  3.138329428708669e-01,  2.504337121101631e-01,  1.264610779592388e+00, -1.473828312188208e-02, -1.608681429293396e-01
  6.287500000000000e+00,  3.870840572127183e-01, -2.403740320121952e-01,  7.426389419792763e-01,  6.694049554193688e-01,  1.049089266609162e+00,  4.769961940050290e-03, -3.847828125471743e-01,  6.157224357790944e-01,  3.222458747042242e-01,  2.504044484403455e-01,  1.270319794790565e+00, -1.500755843290857e-02, -1.558921210365036e-01
  6.291666666666667e+00,  3.859240052585813e-01, -2.416157817531583e-01,  7.414461132160263e-01,  6.679058599229523e-01,  1.048893096994773e+00,  5.116487054603111e-03, -3.807642004781774e-01,  6.095910416958301e-01,  3.308406445707620e-01,  2.503840242212226e-01,  1.275683569793356e+00, -1.540648481746287e-02, -1.507029156590635e-01
  6.295833333333333e+00,  3.847265452453523e-01, -2.429141400086432e-01,  7.402271088505913e-01,  6.663711227564765e-01,  1.048691859781867e+00,  5.471496845254230e-03, -3.766307662863710e-01,  6.031665736624429e-01,  3.396142920830241e-01,  2.503823200624921e-01,  1.280604031442234e+00, -1.597716212826006e-02, -1.453172319340801e-01
  6.300000000000000e+00,  3.834848348969218e-01, -2.442754139882098e-01,  7.389744259300267e-01,  6.647913853023845e-01,  1.048484271845956e+00,  5.837206828900468e-03, -3.723655293500727e-01,  5.964124477828511e-01,  3.485855484500627e-01,  2.504030196999336e-01,  1.285020199793973e+00, -1.674841402925242e-02, -1.397489870198544e-01
  6.304166666666666e+00,  3.822144679869004e-01, -2.456818108315413e-01,  7.377034711131838e-01,  6.631861294427389e-01,  1.048272849557070e+00,  6.209143580331974e-03, -3.679733238867355e-01,  5.893563938128151e-01,  3.577133507604716e-01,  2.504706652930318e-01,  1.288937827205299e+00, -1.773610877592025e-02, -1.340010658923363e-01
  6.308333333333334e+00,  3.809060644713682e-01, -2.471414006993403e-01,  7.364035778977301e-01,  6.615421397868596e-01,  1.048055787616230e+00,  6.590434945039928e-03, -3.634366438728783e-01,  5.819599930958124e-01,  3.670175933367203e-01,  2.506029959072246e-01,  1.292381927300791e+00, -1.895606201258349e-02, -1.280781833494116e-01
  6.312500000000000e+00,  3.795557389748483e-01, -2.486543643693784e-01,  7.350685932233948e-01,  6.598521057107437e-01,  1.047832013022842e+00,  6.982892614750501e-03, -3.587415452664343e-01,  5.741890486874633e-01,  3.764998175402454e-01,  2.508389065258895e-01,  1.295407884955307e+00, -2.041324556171942e-02, -1.219973461796414e-01
  6.316666666666666e+00,  3.781569042777507e-01, -2.502218150325477e-01,  7.336885483381246e-01,  6.581041332772343e-01,  1.047599794310661e+00,  7.389452272419461e-03, -3.538690807659094e-01,  5.659880789154680e-01,  3.861654021897512e-01,  2.512315699343298e-01,  1.298078434850021e+00, -2.210135166883531e-02, -1.158012440252073e-01
  6.320833333333334e+00,  3.767000549009464e-01, -2.518460606067182e-01,  7.322495022267401e-01,  6.562815389630962e-01,  1.047356701069834e+00,  7.814232641765296e-03, -3.487936946576901e-01,  5.572763832062949e-01,  3.960243961364600e-01,  2.518482689995830e-01,  1.300427929793486e+00, -2.399924971323708e-02, -1.095634886425229e-01
  6.325000000000000e+00,  3.751752435925170e-01, -2.535291350603773e-01,  7.307367673795451e-01,  6.543667763466553e-01,  1.047100135978580e+00,  8.261603178039097e-03, -3.434858586399772e-01,  5.479604392012243e-01,  4.060852887363652e-01,  2.527671472029689e-01,  1.302433541142626e+00, -2.606785076348017e-02, -1.033757246974084e-01
  6.329166666666667e+00,  3.735757721553464e-01, -2.552713711124434e-01,  7.291400810511738e-01,  6.523476688401522e-01,  1.046828211153855e+00,  8.734671896832077e-03, -3.379200418426765e-01,  5.379664287051366e-01,  4.163480680526493e-01,  2.540593805201919e-01,  1.304036244004922e+00, -2.825830383174099e-02, -9.731746292567729e-02
  6.333333333333333e+00,  3.718934543987577e-01, -2.570777944919995e-01,  7.274495434183307e-01,  6.502121345130126e-01,  1.046539065702208e+00,  9.236486838035504e-03, -3.320775013123338e-01,  5.272596517922208e-01,  4.268215715901503e-01,  2.557542530824601e-01,  1.305196591128236e+00, -3.053625009083305e-02, -9.142668751511872e-02
  6.337500000000000e+00,  3.701446853451534e-01, -2.589346539965726e-01,  7.256842689467172e-01,  6.479838575711711e-01,  1.046235799553807e+00,  9.761530294456094e-03, -3.259838741622824e-01,  5.159446285405117e-01,  4.374629180765880e-01,  2.578299746548613e-01,  1.305977213262264e+00, -3.289389500843898e-02, -8.568445242631274e-02
  6.341666666666667e+00,  3.683221214516852e-01, -2.608516378927386e-01,  7.238383016452588e-01,  6.456551234446190e-01,  1.045917234627029e+00,  1.031169731925010e-02, -3.196527501311572e-01,  5.041091978864969e-01,  4.483006944856519e-01,  2.602010405090460e-01,  1.306472383701835e+00, -3.535804428194589e-02, -8.004567461972477e-02
  6.345833333333333e+00,  3.664421011886537e-01, -2.628266980818967e-01,  7.219370032142369e-01,  6.432561858230603e-01,  1.045587618019187e+00,  1.087961180189600e-02, -3.131400497015807e-01,  4.919529687573262e-01,  4.593091420240675e-01,  2.627502536219049e-01,  1.306830167624619e+00, -3.797450352225518e-02, -7.443094066635028e-02
  6.350000000000000e+00,  3.645020896571283e-01, -2.648673882114048e-01,  7.199806997902312e-01,  6.407869569831663e-01,  1.045246912656875e+00,  1.146525430323580e-02, -3.064739791402129e-01,  4.795884629507776e-01,  4.705130502250988e-01,  2.653766371493470e-01,  1.307119660050031e+00, -4.077693979910890e-02, -6.880228940337427e-02
  6.354166666666667e+00,  3.625056428658495e-01, -2.669768489770752e-01,  7.179768996499877e-01,  6.382561949007522e-01,  1.044896348083225e+00,  1.206644938324756e-02, -2.996841016629928e-01,  4.671176911074032e-01,  4.819193500764155e-01,  2.679976519648035e-01,  1.307366512891963e+00, -4.378793659048696e-02, -6.313512122112815e-02
  6.358333333333333e+00,  3.604463880623362e-01, -2.691674114287492e-01,  7.159223351096755e-01,  6.356592219615009e-01,  1.044535286710601e+00,  1.268422508470314e-02, -2.927810626958346e-01,  4.545872365068184e-01,  4.935536351050276e-01,  2.705446692065673e-01,  1.307557796360678e+00, -4.702097909074299e-02, -5.741325363632947e-02
  6.362500000000000e+00,  3.583448671458570e-01, -2.714156412271000e-01,  7.138365459503904e-01,  6.330210724829807e-01,  1.044167119521696e+00,  1.331268340628249e-02, -2.857923470465465e-01,  4.420706141163926e-01,  5.053706480149142e-01,  2.730133435293514e-01,  1.307682756906669e+00, -5.045843249792248e-02, -5.164555425978679e-02
  6.366666666666666e+00,  3.562243865103663e-01, -2.737010886211839e-01,  7.117449124977150e-01,  6.303734689174880e-01,  1.043796343668445e+00,  1.394414432806280e-02, -2.787484727362421e-01,  4.296449595377834e-01,  5.173093332066790e-01,  2.754135374630961e-01,  1.307739301020353e+00, -5.407664375118748e-02, -4.582486594062115e-02
  6.370833333333334e+00,  3.540831152457065e-01, -2.760208057520888e-01,  7.096426213272214e-01,  6.277110941160646e-01,  1.043422144824475e+00,  1.457995008366873e-02, -2.716461698631290e-01,  4.173091392445753e-01,  5.293644044385541e-01,  2.777658395279916e-01,  1.307694337236444e+00, -5.783534775746446e-02, -3.995412452558699e-02
  6.375000000000000e+00,  3.519476665235843e-01, -2.783449337218554e-01,  7.075549008131133e-01,  6.250662000854970e-01,  1.043049076849390e+00,  1.521236825518906e-02, -2.645148677357110e-01,  4.051342838599411e-01,  5.414577344920304e-01,  2.801211619281475e-01,  1.307537259700552e+00, -6.167070404858399e-02, -3.402731570091974e-02
  6.379166666666666e+00,  3.498181993822007e-01, -2.806657781271475e-01,  7.054774344318072e-01,  6.224344175154870e-01,  1.042676445686329e+00,  1.584255640658542e-02, -2.573544242711258e-01,  3.931317098218742e-01,  5.535733418086649e-01,  2.825117446732642e-01,  1.307245790130570e+00, -6.551489059919380e-02, -2.802582946214967e-02
  6.383333333333334e+00,  3.476973233661053e-01, -2.829739385546133e-01,  7.034088848216205e-01,  6.198150341648612e-01,  1.042304077915199e+00,  1.647078741326743e-02, -2.501719428363381e-01,  3.813321257889022e-01,  5.656912059872253e-01,  2.849583317199695e-01,  1.306820431462161e+00, -6.931119144239539e-02, -2.191801860464859e-02
  6.387500000000000e+00,  3.455834775372585e-01, -2.852646018471525e-01,  7.013439287029253e-01,  6.172022867681466e-01,  1.041931069831667e+00,  1.709855680427352e-02, -2.429719141897640e-01,  3.697601510084394e-01,  5.778064442022360e-01,  2.874624191906831e-01,  1.306267911155977e+00, -7.303001640741913e-02, -1.566794228569373e-02
  6.391666666666667e+00,  3.434710529301458e-01, -2.875367990558099e-01,  6.992730639240552e-01,  6.145852025529188e-01,  1.041555739956066e+00,  1.772864385879520e-02, -2.357514943048379e-01,  3.584202232774863e-01,  5.899284944867833e-01,  2.900155940133815e-01,  1.305586335540409e+00, -7.666459859091646e-02, -9.245078072050987e-03
  6.395833333333333e+00,  3.413517322088880e-01, -2.897912978530071e-01,  6.971835784059527e-01,  6.119489207542310e-01,  1.041175793099402e+00,  1.836481730867345e-02, -2.284983619208210e-01,  3.472916753584926e-01,  6.020743195132061e-01,  2.926154120797609e-01,  1.304764382160142e+00, -8.021570789833321e-02, -2.633145617794212e-03
  6.400000000000000e+00,  3.392075353015130e-01, -2.920349498809376e-01,  6.950510813443398e-01,  6.092644075965516e-01,  1.040786759159135e+00,  1.901440522421838e-02, -2.211796145428779e-01,  3.363106692720168e-01,  6.142815254742245e-01,  2.952701557501182e-01,  1.303782707499107e+00, -8.368136145502914e-02,  4.161924979904382e-03
  6.404166666666667e+00,  3.370499182371524e-01, -2.942524722014268e-01,  6.928851728696694e-01,  6.065444103332169e-01,  1.040390356491855e+00,  1.967443138217175e-02, -2.137963718958502e-01,  3.254772838681876e-01,  6.265162631658839e-01,  2.980194321891845e-01,  1.302659952584982e+00, -8.704978199296165e-02,  1.111457688516955e-02
  6.408333333333333e+00,  3.348667120791151e-01, -2.964463793595404e-01,  6.906683017727291e-01,  6.037683712137327e-01,  1.039983319589302e+00,  2.035016587995016e-02, -2.063120329774429e-01,  3.147184134866119e-01,  6.387985021643177e-01,  3.008968751986943e-01,  1.301391967377884e+00, -9.031661744235708e-02,  1.818449194109360e-02
  6.412500000000000e+00,  3.326566672872427e-01, -2.986125983223193e-01,  6.883964047378937e-01,  6.009321592647840e-01,  1.039564841202114e+00,  2.104279106776726e-02, -1.987045942744143e-01,  3.039884450376756e-01,  6.511228805308186e-01,  3.039413552201565e-01,  1.299976781899790e+00, -9.348792134566342e-02,  2.533156298274716e-02
  6.416666666666667e+00,  3.304222489890135e-01, -3.007463191771837e-01,  6.860707937766820e-01,  5.980380375709915e-01,  1.039135109470478e+00,  2.175185540393122e-02, -1.909627054604187e-01,  2.932614157854622e-01,  6.634772231428372e-01,  3.071859555264756e-01,  1.298405162740993e+00, -9.658365163022409e-02,  3.252012190314359e-02
  6.420833333333333e+00,  3.281703872982583e-01, -3.028419765615277e-01,  6.836992676323160e-01,  5.950959352988761e-01,  1.038695533058518e+00,  2.247493012022007e-02, -1.830905172234583e-01,  2.825391086847258e-01,  6.758411054390249e-01,  3.106553347882384e-01,  1.296672395753582e+00, -9.963463913466830e-02,  3.971826824214030e-02
  6.425000000000000e+00,  3.259116214284923e-01, -3.048947998183691e-01,  6.812955656284317e-01,  5.921226435650052e-01,  1.038248660714002e+00,  2.320777355086127e-02, -1.751066257155524e-01,  2.718464134397077e-01,  6.881875701430767e-01,  3.143655766887112e-01,  1.294787265073527e+00, -1.026786292083450e-01,  4.689576865540848e-02
  6.429166666666666e+00,  3.236585964326081e-01, -3.069024080572283e-01,  6.788778486838256e-01,  5.891398693396044e-01,  1.037797914630335e+00,  2.394479374786888e-02, -1.670407931715013e-01,  2.612225328620692e-01,  7.004866581212491e-01,  3.183258140326777e-01,  1.292773428496427e+00, -1.057555144873865e-01,  5.402182248923974e-02
  6.433333333333334e+00,  3.214244079413630e-01, -3.088654162672918e-01,  6.764664400021577e-01,  5.861715112831459e-01,  1.037347175108992e+00,  2.467973738205117e-02, -1.589307544857871e-01,  2.507140959253334e-01,  7.127098711117721e-01,  3.225399918107242e-01,  1.290669771235741e+00, -1.088995072719283e-01,  6.106235668036367e-02
  6.437500000000000e+00,  3.192203789481108e-01, -3.107875196331302e-01,  6.740804430281514e-01,  5.832396862030226e-01,  1.036900142134473e+00,  2.540672135011324e-02, -1.508165124469223e-01,  2.403660176310222e-01,  7.248363237158503e-01,  3.270066271645600e-01,  1.288525299830302e+00, -1.121288954448851e-01,  6.797881004997525e-02
  6.441666666666666e+00,  3.170542812069242e-01, -3.126747563313110e-01,  6.717346427565117e-01,  5.803611808091022e-01,  1.036459737541371e+00,  2.612117807720578e-02, -1.427320728689672e-01,  2.302103252910881e-01,  7.368569243392914e-01,  3.317183996216144e-01,  1.286385402563092e+00, -1.154364476742846e-01,  7.473381624107636e-02
  6.445833333333334e+00,  3.149297953528679e-01, -3.145341608944970e-01,  6.694380122739233e-01,  5.775458478937734e-01,  1.036027802916560e+00,  2.682031146853452e-02, -1.346986436509070e-01,  2.202596845118852e-01,  7.487738668317999e-01,  3.366637126559670e-01,  1.284282058747404e+00, -1.187857996155646e-01,  8.130308706379147e-02
  6.450000000000000e+00,  3.128466810278762e-01, -3.163728201853250e-01,  6.671935218230475e-01,  5.747965002250583e-01,  1.035605044859629e+00,  2.750315551872896e-02, -1.267221277469777e-01,  2.105077296758710e-01,  7.605976277766204e-01,  3.418294569870619e-01,  1.282234870901304e+00, -1.221216494642920e-01,  8.768355913971895e-02
  6.454166666666667e+00,  3.108007736379551e-01, -3.181977965631506e-01,  6.649981227877035e-01,  5.721089443845598e-01,  1.035191018243820e+00,  2.817057787067975e-02, -1.187929273790058e-01,  2.009300583143803e-01,  7.723451486807406e-01,  3.472024132239377e-01,  1.280249803291523e+00, -1.253941681063655e-01,  9.389167193667125e-02
