Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
  6.250000000000000e+00,  5.164153538654169e-01,  5.151160747320713e-01,  4.463599397559908e-01,  5.766218824963897e-01, -1.226755847262585e-01, -2.810640907138651e-02
  6.254166666666666e+00,  5.164888947416673e-01,  5.188538431740755e-01,  4.485646355726305e-01,  5.795691309488487e-01, -1.253192587584883e-01, -2.624548285737945e-02
  6.258333333333334e+00,  5.165641902664009e-01,  5.226164238544349e-01,  4.507720956607162e-01,  5.825745099416522e-01, -1.280131185802550e-01, -2.433459118003264e-02
  6.262500000000000e+00,  5.166395960955930e-01,  5.264023649183323e-01,  4.529810735129532e-01,  5.856361514848814e-01, -1.307563611221757e-01, -2.237335171436440e-02
  6.266666666666667e+00,  5.167135394713074e-01,  5.302102604540690e-01,  4.551903685238318e-01,  5.887522833357139e-01, -1.335481939233528e-01, -2.036148176052929e-02
  6.270833333333333e+00,  5.167845412067397e-01,  5.340388743467748e-01,  4.573987274896231e-01,  5.919212408606480e-01, -1.363878457845262e-01, -1.829880085468188e-02
  6.275000000000000e+00,  5.168512259687947e-01,  5.378871487003669e-01,  4.596048542242950e-01,  5.951415175914191e-01, -1.392745702149278e-01, -1.618523911806730e-02
  6.279166666666667e+00,  5.169123188332835e-01,  5.417542201403760e-01,  4.618073909218539e-01,  5.984118069757650e-01, -1.422076524785444e-01, -1.402084098166369e-02
  6.283333333333333e+00,  5.169666350460288e-01,  5.456394210998221e-01,  4.640049055912061e-01,  6.017310248125723e-01, -1.451864132905152e-01, -1.180576294502484e-02
  6.287500000000000e+00,  5.170130419425405e-01,  5.495422161283521e-01,  4.661959385367067e-01,  6.050982720647792e-01, -1.482101899132363e-01, -9.540254189424485e-03
  6.291666666666667e+00,  5.170503974728514e-01,  5.534620810023192e-01,  4.683790951624864e-01,  6.085126922185663e-01, -1.512782832389502e-01, -7.224613760248636e-03
  6.295833333333333e+00,  5.170775066956999e-01,  5.573983742817481e-01,  4.705531391383751e-01,  6.119732844500495e-01, -1.543898945931780e-01, -4.859143432592989e-03
  6.300000000000000e+00,  5.170932829105143e-01,  5.613509019046301e-01,  4.727165263303926e-01,  6.154788634195517e-01, -1.575441338978504e-01, -2.444216431438721e-03
  6.304166666666666e+00,  5.170962436909644e-01,  5.653175323585853e-01,  4.748693187161674e-01,  6.190278434630914e-01, -1.607398730113901e-01,  2.003472067028650e-05
  6.308333333333334e+00,  5.170853779541540e-01,  5.692979428485778e-01,  4.770101578485695e-01,  6.226186432654721e-01, -1.639759924263172e-01,  2.533190684814621e-03
  6.312500000000000e+00,  5.170595893612125e-01,  5.732912309471563e-01,  4.791381734646175e-01,  6.262494862688952e-01, -1.672512391548308e-01,  5.094866886904902e-03
  6.316666666666666e+00,  5.170178672507783e-01,  5.772965792997791e-01,  4.812524425498705e-01,  6.299184920174218e-01, -1.705642766418562e-01,  7.704617910557897e-03
  6.320833333333334e+00,  5.169593531239011e-01,  5.813133395053739e-01,  4.833519300056274e-01,  6.336237383081251e-01, -1.739137071022311e-01,  1.036191155900287e-02
  6.325000000000000e+00,  5.168833291132006e-01,  5.853409495654509e-01,  4.854355850571153e-01,  6.373632988462687e-01, -1.772980684540932e-01,  1.306612454276856e-02
  6.329166666666667e+00,  5.167891424840404e-01,  5.893787377023101e-01,  4.875025302026570e-01,  6.411352166304045e-01, -1.807158041915791e-01,  1.581656432314693e-02
  6.333333333333333e+00,  5.166757512301120e-01,  5.934253491777594e-01,  4.895522684578103e-01,  6.449371784498112e-01, -1.841652532447018e-01,  1.861268594877164e-02
  6.337500000000000e+00,  5.165434712131427e-01,  5.974807176072332e-01,  4.915841363449573e-01,  6.487677486030267e-01, -1.876446422018570e-01,  2.145325780634148e-02
  6.341666666666667e+00,  5.163927990275918e-01,  6.015461523893477e-01,  4.935962499455603e-01,  6.526255330871507e-01, -1.911521887496347e-01,  2.433684049080907e-02
  6.345833333333333e+00,  5.162206555089781e-01,  6.056150684421652e-01,  4.955913614109809e-01,  6.565068273887283e-01, -1.946859963985697e-01,  2.726395653429770e-02
  6.350000000000000e+00,  5.160280472069659e-01,  6.096893576786067e-01,  4.975673334846828e-01,  6.604106978564169e-01, -1.982442136468434e-01,  3.023284336701998e-02
  6.354166666666667e+00,  5.158145501323927e-01,  6.137679750585914e-01,  4.995237333980379e-01,  6.643353672336868e-01, -2.018249222346045e-01,  3.324246860838927e-02
  6.358333333333333e+00,  5.155784616712444e-01,  6.178478196360916e-01,  5.014610353439103e-01,  6.682782024522909e-01, -2.054262298976141e-01,  3.629244944487748e-02
  6.362500000000000e+00,  5.153223163939161e-01,  6.219327702712314e-01,  5.033766507761251e-01,  6.722394860240389e-01, -2.090460691198047e-01,  3.938010167276290e-02
  6.366666666666666e+00,  5.150430544376366e-01,  6.260165073996891e-01,  5.052735502079627e-01,  6.762158132869642e-01, -2.126821549269138e-01,  4.250560664427918e-02
  6.370833333333334e+00,  5.147406596092149e-01,  6.300985811785033e-01,  5.071511002326711e-01,  6.802053145465898e-01, -2.163324337423030e-01,  4.566767292012711e-02
  6.375000000000000e+00,  5.144147170163611e-01,  6.341768589909632e-01,  5.090103269529066e-01,  6.842058622071675e-01, -2.199945506275993e-01,  4.886516177101811e-02
  6.379166666666666e+00,  5.140647452428039e-01,  6.382496948451462e-01,  5.108515829364018e-01,  6.882149554987097e-01, -2.236662591012370e-01,  5.209699059677137e-02
  6.383333333333334e+00,  5.136903529551209e-01,  6.423154776651759e-01,  5.126754040497604e-01,  6.922301380855442e-01, -2.273452706531747e-01,  5.536198419122439e-02
  6.387500000000000e+00,  5.132911729003137e-01,  6.463727736427248e-01,  5.144822812399369e-01,  6.962489769152979e-01, -2.310293176989433e-01,  5.865889696808402e-02
  6.391666666666667e+00,  5.128668697770499e-01,  6.504203489448246e-01,  5.162726404515982e-01,  7.002690945737099e-01, -2.347161686876562e-01,  6.198640209447476e-02
  6.395833333333333e+00,  5.124171055488130e-01,  6.544571139143056e-01,  5.180468913290388e-01,  7.042881944184711e-01, -2.384036307606286e-01,  6.534309707025178e-02
  6.400000000000000e+00,  5.119416763541170e-01,  6.584825654587031e-01,  5.198050213498950e-01,  7.083041144700688e-01, -2.420896218109064e-01,  6.872745254927540e-02
  6.404166666666667e+00,  5.114397928841147e-01,  6.624946591727375e-01,  5.215485749036538e-01,  7.123146848047333e-01, -2.457718636994899e-01,  7.213808422687587e-02
  6.408333333333333e+00,  5.109112433862134e-01,  6.664929338913614e-01,  5.232777863208785e-01,  7.163179569903747e-01, -2.494483391701572e-01,  7.557335221307228e-02
  6.412500000000000e+00,  5.103557911727166e-01,  6.704765916815965e-01,  5.249933532605988e-01,  7.203120676445769e-01, -2.531170232639784e-01,  7.903160198240153e-02
  6.416666666666667e+00,  5.097733554939259e-01,  6.744449504907145e-01,  5.266960247722935e-01,  7.242952695394672e-01, -2.567759512581356e-01,  8.251110477224416e-02
  6.420833333333333e+00,  5.091639480755396e-01,  6.783973704605254e-01,  5.283866721280687e-01,  7.282659077605793e-01, -2.604232031857386e-01,  8.601006906908909e-02
  6.425000000000000e+00,  5.085275667036941e-01,  6.823331754004596e-01,  5.300663575221485e-01,  7.322223658971935e-01, -2.640568804328668e-01,  8.952665946183713e-02
  6.429166666666666e+00,  5.078640698357111e-01,  6.862515508373010e-01,  5.317364050334239e-01,  7.361629802469322e-01, -2.676750767053775e-01,  9.305902667046807e-02
  6.433333333333334e+00,  5.071731039688874e-01,  6.901514826815276e-01,  5.333984198465687e-01,  7.400859697596232e-01, -2.712758631271955e-01,  9.660533064553134e-02
  6.437500000000000e+00,  5.064541501454419e-01,  6.940318344490738e-01,  5.350541828186999e-01,  7.439894392649345e-01, -2.748573096543256e-01,  1.001637354377027e-01
  6.441666666666666e+00,  5.057066096309465e-01,  6.978914705501008e-01,  5.367055068653470e-01,  7.478714384423691e-01, -2.784175223882051e-01,  1.037323942125631e-01
