Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[3],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[4],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[5]
  6.912500000000000e+00, -6.828099107895761e-01,  4.073135450526582e-01,  1.369030739690624e+00, -2.636843932557212e+00, -4.334761564350261e-01, -7.373107604373074e-01
  6.916666666666667e+00, -6.838152107689967e-01,  4.021521705002721e-01,  1.360778094127107e+00, -2.633830019318923e+00, -4.624383874302263e-01, -7.626237699095603e-01
  6.920833333333333e+00, -6.847093503104162e-01,  3.967858904760286e-01,  1.352239934781473e+00, -2.630331518189527e+00, -4.922073733660717e-01, -7.890319656555236e-01
  6.925000000000000e+00, -6.854822555413775e-01,  3.912098999957684e-01,  1.343422743802146e+00, -2.626381474605059e+00, -5.227284529317853e-01, -8.165779580567837e-01
  6.929166666666667e+00, -6.861228547433736e-01,  3.854189319503657e-01,  1.334329194452790e+00, -2.622000675833494e+00, -5.539484843967664e-01, -8.453179387667884e-01
  6.933333333333334e+00, -6.866184225548266e-01,  3.794096679480775e-01,  1.324957487365441e+00, -2.617114022346881e+00, -5.858353509659652e-01, -8.752821161446571e-01
  6.937500000000000e+00, -6.869529774540757e-01,  3.731802724477122e-01,  1.315302215255677e+00, -2.611562379996599e+00, -6.183773668936363e-01, -9.064677316025666e-01
  6.941666666666666e+00, -6.871063319820104e-01,  3.667266039972292e-01,  1.305356383804985e+00, -2.605196820729913e+00, -6.515621602153076e-01, -9.388765479322075e-01
  6.945833333333333e+00, -6.870553318508998e-01,  3.600391898292032e-01,  1.295115040655576e+00, -2.597947548626018e+00, -6.853583284650728e-01, -9.725507710303541e-01
  6.950000000000000e+00, -6.867764247229214e-01,  3.531044135393365e-01,  1.284579045333873e+00, -2.589784165303174e+00, -7.197238909121428e-01, -1.007551611619290e+00
  6.954166666666667e+00, -6.862463526389777e-01,  3.459087183963058e-01,  1.273755466073300e+00, -2.580592026824919e+00, -7.546445786246325e-01, -1.043876226392429e+00
  6.958333333333333e+00, -6.854407559706993e-01,  3.384416445952874e-01,  1.262654195043643e+00, -2.570083447759191e+00, -7.901723854330125e-01, -1.081378904086185e+00
  6.962500000000000e+00, -6.843328140614331e-01,  3.306963127945416e-01,  1.251282488847367e+00, -2.557825696997030e+00, -8.264282633237798e-01, -1.119769387515591e+00
  6.966666666666667e+00, -6.828933524665819e-01,  3.226700127437678e-01,  1.239639671004212e+00, -2.543359308002817e+00, -8.635598642717750e-01, -1.158696545290059e+00
  6.970833333333333e+00, -6.810926389322970e-01,  3.143651805227917e-01,  1.227715917785922e+00, -2.526320479316480e+00, -9.016831934539989e-01, -1.197854656981524e+00
  6.975000000000000e+00, -6.789020338797898e-01,  3.057874607977581e-01,  1.215497127346971e+00, -2.506490817493535e+00, -9.408550855355117e-01, -1.237032533510375e+00
  6.979166666666667e+00, -6.762938813459446e-01,  2.969404786616032e-01,  1.202971427688950e+00, -2.483774654060000e+00, -9.810851704019602e-01, -1.276098387674905e+00
  6.983333333333333e+00, -6.732408163857307e-01,  2.878212023079714e-01,  1.190131268116996e+00, -2.458187421133933e+00, -1.022338413741144e+00, -1.315010286487502e+00
  6.987500000000000e+00, -6.697166623672001e-01,  2.784190960716549e-01,  1.176972371175383e+00, -2.429878695983231e+00, -1.064507180322365e+00, -1.353883463108812e+00
  6.991666666666667e+00, -6.656980729560933e-01,  2.687184815469262e-01,  1.163494368661981e+00, -2.399093518180650e+00, -1.107412059679405e+00, -1.392992899145106e+00
  6.995833333333334e+00, -6.611627075122570e-01,  2.587021333591099e-01,  1.149701231197063e+00, -2.366039764854463e+00, -1.150866949962257e+00, -1.432642778233647e+00
  7.000000000000000e+00, -6.560834702694450e-01,  2.483563562827014e-01,  1.135597487851538e+00, -2.330762407798880e+00, -1.194754345318383e+00, -1.473006968567214e+00
  7.004166666666666e+00, -6.504243603997361e-01,  2.376774957342583e-01,  1.121183249839057e+00, -2.293110354955920e+00, -1.239052128568323e+00, -1.514050203930353e+00
  7.008333333333333e+00, -6.441402437286002e-01,  2.266756084363160e-01,  1.106452181049352e+00, -2.252800075289277e+00, -1.283804887897457e+00, -1.555559523043491e+00
  7.012500000000000e+00, -6.371763930807431e-01,  2.153720560818705e-01,  1.091392023074166e+00, -2.209515585140436e+00, -1.329071578090974e+00, -1.597250255408011e+00
  7.016666666666667e+00, -6.294651577174686e-01,  2.037949028225713e-01,  1.075987259225209e+00, -2.162965752527274e+00, -1.374893503128504e+00, -1.638856892562769e+00
  7.020833333333333e+00, -6.209217246209610e-01,  1.919768610958806e-01,  1.060224399066980e+00, -2.112882085526617e+00, -1.421295780795854e+00, -1.680159405032211e+00
  7.025000000000000e+00, -6.114413350500927e-01,  1.799554714457804e-01,  1.044099011134203e+00, -2.058993321678314e+00, -1.468304583361604e+00, -1.720967512090070e+00
  7.029166666666667e+00, -6.008999008423488e-01,  1.677734616805948e-01,  1.027623722674107e+00, -2.001019265748084e+00, -1.515951892124118e+00, -1.761116009249410e+00
  7.033333333333333e+00, -5.891608482614933e-01,  1.554781018671185e-01,  1.010836387030002e+00, -1.938713099804779e+00, -1.564232110720019e+00, -1.800536708273444e+00
  7.037500000000000e+00, -5.760870675336345e-01,  1.431208594225117e-01,  9.938051161428144e-01, -1.871910466418349e+00, -1.613024372039784e+00, -1.839375114336222e+00
  7.041666666666667e+00, -5.615501261047465e-01,  1.307602334656642e-01,  9.766281133772717e-01, -1.800507660478004e+00, -1.662054871199590e+00, -1.878016985839202e+00
  7.045833333333333e+00, -5.454330700115647e-01,  1.184669009164159e-01,  9.594317450086990e-01, -1.724384156174938e+00, -1.710917311791127e+00, -1.917006824947494e+00
  7.050000000000000e+00, -5.276337489919697e-01,  1.063279580227377e-01,  9.423694586406058e-01, -1.643342216249926e+00, -1.759096891120170e+00, -1.956956754500969e+00
  7.054166666666667e+00, -5.080740647756840e-01,  9.444927820461270e-02,  9.256192344107161e-01, -1.557079166705430e+00, -1.805986164269985e+00, -1.998454588606273e+00
  7.058333333333334e+00, -4.867118671419788e-01,  8.295490042622600e-02,  9.093787378312225e-01, -1.465182202309230e+00, -1.850912115504360e+00, -2.041951640133115e+00
  7.062500000000000e+00, -4.635498407581729e-01,  7.198307253632094e-02,  8.938605634471701e-01, -1.367149846740897e+00, -1.893151667497627e+00, -2.087695654121289e+00
  7.066666666666666e+00, -4.386389803176508e-01,  6.168243897608486e-02,  8.792879802274068e-01, -1.262426047215387e+00, -1.931917412658454e+00, -2.135733404256112e+00
  7.070833333333333e+00, -4.120808845666744e-01,  5.220891056478618e-02,  8.658881963243976e-01, -1.150439564710797e+00, -1.966310741493436e+00, -2.185956744294940e+00
  7.075000000000000e+00, -3.840326940973522e-01,  4.371886790728458e-02,  8.538802904432351e-01, -1.030655489716324e+00, -1.995235053420643e+00, -2.238181395424354e+00
  7.079166666666667e+00, -3.547077344420432e-01,  3.636125396805861e-02,  8.434604674632807e-01, -9.026131202020594e-01, -2.017349659908405e+00, -2.292144083290231e+00
  7.083333333333333e+00, -3.243667139273625e-01,  3.027590708746663e-02,  8.347912476752452e-01, -7.659445792502720e-01, -2.031153472207778e+00, -2.347335285807689e+00
  7.087500000000000e+00, -2.933081929854875e-01,  2.559357432399278e-02,  8.279946353702673e-01, -6.204269772144260e-01, -2.035086584222786e+00, -2.402863368571037e+00
  7.091666666666667e+00, -2.618639198348499e-01,  2.242729622801104e-02,  8.231443684508302e-01, -4.660834233403681e-01, -2.027513781975791e+00, -2.457508373475716e+00
  7.095833333333333e+00, -2.303914939394214e-01,  2.085905377822158e-02,  8.202597555174570e-01, -3.032870875323247e-01, -2.006702434250356e+00, -2.509794449078956e+00
  7.100000000000000e+00, -1.992599670339059e-01,  2.093328578150155e-02,  8.193064857274942e-01, -1.328466422171551e-01, -1.970952168430354e+00, -2.557931906023570e+00
  7.104166666666667e+00, -1.688340079213347e-01,  2.265773345332958e-02,  8.202025655589911e-01,  4.391588209857362e-02, -1.918823645929768e+00, -2.599746375996960e+00
  7.108333333333333e+00, -1.394619083794090e-01,  2.600447133592928e-02,  8.228247389542152e-01,  2.251005959515648e-01, -1.849363266597756e+00, -2.632715265215641e+00
  7.112500000000000e+00, -1.114669360558582e-01,  3.090903304904888e-02,  8.270117329950314e-01,  4.082038608126493e-01, -1.762288971604674e+00, -2.654115074696129e+00
  7.116666666666667e+00, -8.513740963672885e-02,  3.727019415399974e-02,  8.325627670189576e-01,  5.901545893976358e-01, -1.658066457906788e+00, -2.661271074059943e+00
  7.120833333333334e+00, -6.071230171705531e-02,  4.495292709615825e-02,  8.392357309678820e-01,  7.674132138837583e-01, -1.537819877646326e+00, -2.651854388423152e+00
  7.125000000000000e+00, -3.836514808647555e-02,  5.379589739096886e-02,  8.467509885109908e-01,  9.361031344419753e-01, -1.403165824111717e+00, -2.624105024845995e+00
  7.129166666666666e+00, -1.819237832912925e-02,  6.362276834482428e-02,  8.548022266803811e-01,  1.092146103067419e+00, -1.256112245507050e+00, -2.576918586458651e+00
  7.133333333333333e+00, -2.100411448112822e-04,  7.425395351970175e-02,  8.630724633020290e-01,  1.231392026253386e+00, -1.099016895259007e+00, -2.509850715253838e+00
  7.137500000000000e+00,  1.564139897001771e-02,  8.551554833348725e-02,  8.712527989971011e-01,  1.349746370899984e+00, -9.345852729538576e-01, -2.423084424936712e+00
  7.141666666666667e+00,  2.948394751449054e-02,  9.724332487265501e-02,  8.790635592006490e-01,  1.443376636513786e+00, -7.660727270920251e-01, -2.317373235533631e+00
  7.145833333333333e+00,  4.147610902213577e-02,  1.092770825298671e-01,  8.862794296921995e-01,  1.509176842640873e+00, -5.977335843398590e-01, -2.194047760211000e+00
  7.150000000000000e+00,  5.177492518258311e-02,  1.214376459310086e-01,  8.927555815645666e-01,  1.545568562130440e+00, -4.351389219468812e-01, -2.055166083410387e+00
  7.154166666666667e+00,  6.050591809649815e-02,  1.334852557540535e-01,  8.984429178179065e-01,  1.553411223923295e+00, -2.848801629919790e-01, -1.903706388884689e+00
  7.158333333333333e+00,  6.777889138482036e-02,  1.450765330762770e-01,  9.033804225389641e-01,  1.536560979862494e+00, -1.535763319614036e-01, -1.743574217028422e+00
  7.162500000000000e+00,  7.377433752873659e-02,  1.557617806414152e-01,  9.076720485104044e-01,  1.501656069767377e+00, -4.654276528934260e-02, -1.579283366806061e+00
  7.166666666666667e+00,  7.884856630681322e-02,  1.650671964042130e-01,  9.114725952984011e-01,  1.456974420025760e+00,  3.339164460528589e-02, -1.415321220408561e+00
  7.170833333333333e+00,  8.354158826534075e-02,  1.726410596384070e-01,  9.149821820996512e-01,  1.410679523740512e+00,  8.642866259901613e-02, -1.255363150088394e+00
  7.175000000000000e+00,  8.845558052515499e-02,  1.783641561759796e-01,  9.184213632430707e-01,  1.369152913965151e+00,  1.154589327555105e-01, -1.101671623500154e+00
  7.179166666666666e+00,  9.411050990102617e-02,  1.823542348579557e-01,  9.219883554248457e-01,  1.335930533380215e+00,  1.251124166747717e-01, -9.549633098979582e-01
  7.183333333333334e+00,  1.008783768669404e-01,  1.848928027138960e-01,  9.258343708835743e-01,  1.311335088209057e+00,  1.206762500720506e-01, -8.147478638764191e-01
  7.187500000000000e+00,  1.089895896660114e-01,  1.863383174071764e-01,  9.300726920479309e-01,  1.292836716423455e+00,  1.071076108645697e-01, -6.799378681444380e-01
  7.191666666666666e+00,  1.185562815599155e-01,  1.870582115268936e-01,  9.348000509690244e-01,  1.276102415132686e+00,  8.825420671274949e-02, -5.494619136798886e-01
  7.195833333333334e+00,  1.295887765651227e-01,  1.873817141549759e-01,  9.401085083499001e-01,  1.256439225064198e+00,  6.642662247604050e-02, -4.226641048421062e-01
  7.200000000000000e+00,  1.420160723085121e-01,  1.875761072812756e-01,  9.460900772951183e-01,  1.230167672964621e+00,  4.242210965587570e-02, -2.994181416675264e-01
  7.204166666666667e+00,  1.557155478076982e-01,  1.878537923805992e-01,  9.528469895829011e-01,  1.195498942230525e+00,  1.595461736283516e-02, -1.800188524794684e-01
  7.208333333333333e+00,  1.705359826887099e-01,  1.884006391526562e-01,  9.605050748774192e-01,  1.152656646930208e+00, -1.371272646894627e-02, -6.496538429148963e-02
  7.212500000000000e+00,  1.863011912443953e-01,  1.893966069879017e-01,  9.692108160669486e-01,  1.103280638247345e+00, -4.721817297687343e-02,  4.525573958462435e-02
  7.216666666666667e+00,  2.028054158950601e-01,  1.910070856485075e-01,  9.791021527470299e-01,  1.049487139445062e+00, -8.484149661028688e-02,  1.503098023172047e-01
  7.220833333333333e+00,  2.198211426212466e-01,  1.933546689519203e-01,  9.902704542704392e-01,  9.930740982463629e-01, -1.265388872470061e-01,  2.500445331476103e-01
  7.225000000000000e+00,  2.371212603375133e-01,  1.965016740859581e-01,  1.002742505308940e+00,  9.351483776048061e-01, -1.721222141771893e-01,  3.444308051478289e-01
  7.229166666666667e+00,  2.544979521497076e-01,  2.004587248538308e-01,  1.016491894318205e+00,  8.761682580905874e-01, -2.214213846367981e-01,  4.334693275324378e-01
  7.233333333333333e+00,  2.717662867198641e-01,  2.052053176478155e-01,  1.031464442216453e+00,  8.162868759689690e-01, -2.743312167480856e-01,  5.171395429473392e-01
  7.237500000000000e+00,  2.887576901652441e-01,  2.107025638950196e-01,  1.047599595214942e+00,  7.558394129472678e-01, -3.307131065207043e-01,  5.954472597802789e-01
  7.241666666666667e+00,  3.053140232114723e-01,  2.168972795647048e-01,  1.064839763119855e+00,  6.957143975625295e-01, -3.902191572594710e-01,  6.685503100301288e-01
  7.245833333333334e+00,  3.212849612457458e-01,  2.237304173396408e-01,  1.083127846654640e+00,  6.373582189748285e-01, -4.521853789808069e-01,  7.368599722133871e-01
  7.250000000000000e+00,  3.365227660301252e-01,  2.311551916214494e-01,  1.102398892432458e+00,  5.823905672646502e-01, -5.157015595105757e-01,  8.010151056665871e-01
  7.254166666666666e+00,  3.508726507786237e-01,  2.391547553557220e-01,  1.122570748227429e+00,  5.320628385883204e-01, -5.798389228101725e-01,  8.617136293590071e-01
  7.258333333333333e+00,  3.641694572697849e-01,  2.477441573297506e-01,  1.143534474552860e+00,  4.868714859413385e-01, -6.439127533682752e-01,  9.194908306569149e-01
  7.262500000000000e+00,  3.762547246410267e-01,  2.569504120400414e-01,  1.165147193548487e+00,  4.465166412793010e-01, -7.076409373208560e-01,  9.745771780191518e-01
  7.266666666666667e+00,  3.870119110763240e-01,  2.667835302586550e-01,  1.187234061660033e+00,  4.101635512843465e-01, -7.711390466748469e-01,  1.026904324811132e+00
  7.270833333333333e+00,  3.963952992943500e-01,  2.772204865069400e-01,  1.209603350722273e+00,  3.768103516179614e-01, -8.347925761429968e-01,  1.076217469356531e+00
  7.275000000000000e+00,  4.044292881845429e-01,  2.882099025728234e-01,  1.232069730928910e+00,  3.455919978312649e-01, -8.990822923244998e-01,  1.122210528895697e+00
  7.279166666666667e+00,  4.111785150666239e-01,  2.996877766711590e-01,  1.254474914053926e+00,  3.159589595853168e-01, -9.644184708009946e-01,  1.164635513050891e+00
  7.283333333333333e+00,  4.167080143525718e-01,  3.115911367499806e-01,  1.276697076397536e+00,  2.877382210734323e-01, -1.031015959725818e+00,  1.203376649420824e+00
  7.287500000000000e+00,  4.210549471173198e-01,  3.238609539114814e-01,  1.298648175512455e+00,  2.610935798466940e-01, -1.098834011451686e+00,  1.238489618497325e+00
  7.291666666666667e+00,  4.242244872028295e-01,  3.364335241761341e-01,  1.320265215768177e+00,  2.364143013068574e-01, -1.167586550132395e+00,  1.270211607254329e+00
  7.295833333333333e+00,  4.262073956193053e-01,  3.492296619368469e-01,  1.341501751210113e+00,  2.141863606842721e-01, -1.236798266037224e+00,  1.298955911301319e+00
  7.300000000000000e+00,  4.270048704916006e-01,  3.621522611059778e-01,  1.362321752965915e+00,  1.948809104050502e-01, -1.305883771667547e+00,  1.325287636261050e+00
  7.304166666666667e+00,  4.266466350654703e-01,  3.750933893913412e-01,  1.382695867457917e+00,  1.788593536078026e-01, -1.374246572364014e+00,  1.349859906569094e+00
  7.308333333333334e+00,  4.251959229249120e-01,  3.879465217845032e-01,  1.402599550636084e+00,  1.663005218421935e-01, -1.441386353774911e+00,  1.373310278101802e+00
  7.312500000000000e+00,  4.227426253846768e-01,  4.006189832846466e-01,  1.422012611944888e+00,  1.571637014687272e-01, -1.506991469040598e+00,  1.396141511318986e+00
  7.316666666666666e+00,  4.193912787861441e-01,  4.130391576626464e-01,  1.440920282699329e+00,  1.512002581745321e-01, -1.570990064365730e+00,  1.418628030119465e+00
  7.320833333333333e+00,  4.152491223227221e-01,  4.251568911265953e-01,  1.459314815305040e+00,  1.480287556252810e-01, -1.633525706439949e+00,  1.440804648586553e+00
  7.325000000000000e+00,  4.104145518075757e-01,  4.369397899369358e-01,  1.477195844040338e+00,  1.472515464228948e-01, -1.694852935286068e+00,  1.462555479134539e+00
  7.329166666666667e+00,  4.049669929027034e-01,  4.483677718160806e-01,  1.494568752930133e+00,  1.485533928283850e-01, -1.755201830483599e+00,  1.483752490515812e+00
  7.333333333333334e+00,  3.989617550247512e-01,  4.594277198677238e-01,  1.511441366793846e+00,  1.517437433388805e-01, -1.814673898407459e+00,  1.504374651794306e+00
  7.337500000000000e+00,  3.924313375770933e-01,  4.701085767588576e-01,  1.527820027365680e+00,  1.567442933663298e-01, -1.873199038032015e+00,  1.524569850438708e+00
  7.341666666666667e+00,  3.853921253073715e-01,  4.803968130587725e-01,  1.543706062878796e+00,  1.635360321561634e-01, -1.930563854897338e+00,  1.544638907539148e+00
  7.345833333333333e+00,  3.778545248580442e-01,  4.902755450443985e-01,  1.559094330543885e+00,  1.720837089764136e-01, -1.986519435267726e+00,  1.564921716391152e+00
  7.350000000000000e+00,  3.698322531783701e-01,  4.997282148772991e-01,  1.573975138520691e+00,  1.822801289286849e-01, -2.040912037406652e+00,  1.585642222368662e+00
  7.354166666666666e+00,  3.613472159580176e-01,  5.087427595844238e-01,  1.588337934844888e+00,  1.939449042540178e-01, -2.093745927100281e+00,  1.606822977468372e+00
  7.358333333333333e+00,  3.524312798948149e-01,  5.173139251065053e-01,  1.602175221155445e+00,  2.068608375341570e-01, -2.145173225185191e+00,  1.628289387933673e+00
  7.362500000000000e+00,  3.431263924475196e-01,  5.254437866516758e-01,  1.615485912478529e+00,  2.208160684240313e-01, -2.195453424983496e+00,  1.649717750373455e+00
  7.366666666666667e+00,  3.334816510582372e-01,  5.331408056299880e-01,  1.628276111505763e+00,  2.356419025248303e-01, -2.244887030622861e+00,  1.670720118112782e+00
  7.370833333333334e+00,  3.235474817384281e-01,  5.404169133533355e-01,  1.640556478037223e+00,  2.512407314028963e-01, -2.293714157774012e+00,  1.690979568575894e+00
  7.375000000000000e+00,  3.133700638679147e-01,  5.472826153909713e-01,  1.652337624413821e+00,  2.675859384352257e-01, -2.342024093781416e+00,  1.710377583739528e+00
  7.379166666666666e+00,  3.029883071412443e-01,  5.537444790708265e-01,  1.663626049923009e+00,  2.846897264321507e-01, -2.389758208507510e+00,  1.728998905115330e+00
  7.383333333333333e+00,  2.924328982587806e-01,  5.598061334223483e-01,  1.674421989459179e+00,  3.025679376289745e-01, -2.436783360069227e+00,  1.747034795613091e+00
  7.387500000000000e+00,  2.817269038046437e-01,  5.654665479499108e-01,  1.684717622619863e+00,  3.212202692594772e-01, -2.482922482994875e+00,  1.764737906486381e+00
  7.391666666666667e+00,  2.708885521589173e-01,  5.707157135387372e-01,  1.694495396875580e+00,  3.406139971949476e-01, -2.527945637232026e+00,  1.782433175225366e+00
  7.395833333333333e+00,  2.599354987088591e-01,  5.755357523087318e-01,  1.703730288970002e+00,  3.606726896183441e-01, -2.571624806980507e+00,  1.800440061003108e+00
  7.400000000000000e+00,  2.488882417616044e-01,  5.799086223615313e-01,  1.712398169838088e+00,  3.812895046815131e-01, -2.613849030652868e+00,  1.818900964211395e+00
  7.404166666666667e+00,  2.377710404713936e-01,  5.838233571801779e-01,  1.720486369317476e+00,  4.023640869313019e-01, -2.654699290133252e+00,  1.837659874704180e+00
  7.408333333333333e+00,  2.266110752031765e-01,  5.872787668721059e-01,  1.728000058411554e+00,  4.238426727136742e-01, -2.694440626878752e+00,  1.856261870273788e+00
  7.412500000000000e+00,  2.154382023502536e-01,  5.902821400057761e-01,  1.734960634949254e+00,  4.457394044851156e-01, -2.733435221663936e+00,  1.874077217396643e+00
  7.416666666666667e+00,  2.042861918704583e-01,  5.928450557219950e-01,  1.741398099433748e+00,  4.681174185951425e-01, -2.771992119836098e+00,  1.890536932990620e+00
  7.420833333333333e+00,  1.931927568853026e-01,  5.949810009962003e-01,  1.747344473385774e+00,  4.910443857199251e-01, -2.810256652266879e+00,  1.905324546007999e+00
  7.425000000000000e+00,  1.821960962496366e-01,  5.967083935828614e-01,  1.752831026652888e+00,  5.145652321385131e-01, -2.848211275709671e+00,  1.918399795914306e+00
  7.429166666666667e+00,  1.713309691696055e-01,  5.980536523361110e-01,  1.757885187954638e+00,  5.386879665614349e-01, -2.885707553790520e+00,  1.929969289702582e+00
  7.433333333333334e+00,  1.606271555423441e-01,  5.990504179495333e-01,  1.762526650235317e+00,  5.633659105523257e-01, -2.922489754606494e+00,  1.940464773696693e+00
  7.437500000000000e+00,  1.501089866625243e-01,  5.997376873527714e-01,  1.766766247923924e+00,  5.885007470652868e-01, -2.958259504064182e+00,  1.950440177257251e+00
  7.441666666666666e+00,  1.397966700405844e-01,  6.001557494700722e-01,  1.770606919761702e+00,  6.139655045188361e-01, -2.992751121437922e+00,  1.960430419165360e+00
  7.445833333333333e+00,  1.297102700099702e-01,  6.003389867762403e-01,  1.774044307295637e+00,  6.396228596991670e-01, -3.025767271974395e+00,  1.970862634636364e+00
  7.450000000000000e+00,  1.198719062045743e-01,  6.003118474663888e-01,  1.777068392044921e+00,  6.653535690246478e-01, -3.057205557845061e+00,  1.981974243132632e+00
  7.454166666666667e+00,  1.103037190438029e-01,  6.000903719750509e-01,  1.779668751888420e+00,  6.910979711029199e-01, -3.087085426244590e+00,  1.993733374065593e+00
  7.458333333333333e+00,  1.010251067989555e-01,  5.996845304963256e-01,  1.781842394473433e+00,  7.168707517095133e-01, -3.115534759649739e+00,  2.005854878942277e+00
  7.462500000000000e+00,  9.205279369115624e-02,  5.990988473037211e-01,  1.783598887249790e+00,  7.427359322216930e-01, -3.142735583642714e+00,  2.017915836040346e+00
  7.466666666666667e+00,  8.340347915381001e-02,  5.983328053739008e-01,  1.784959086097438e+00,  7.687794419310467e-01, -3.168878730810067e+00,  2.029456809088503e+00
  7.470833333333333e+00,  7.509434735588355e-02,  5.973840377403599e-01,  1.785950232245695e+00,  7.951184116115161e-01, -3.194161925387767e+00,  2.039987311171591e+00
  7.475000000000000e+00,  6.713847335315135e-02,  5.962543116251080e-01,  1.786600860649699e+00,  8.219287347855072e-01, -3.218796510603664e+00,  2.048968226652951e+00
  7.479166666666666e+00,  5.954063641347740e-02,  5.949527726410344e-01,  1.786935076862101e+00,  8.494248857202957e-01, -3.242963407620948e+00,  2.055905313645142e+00
  7.483333333333333e+00,  5.229955785617087e-02,  5.934939260039312e-01,  1.786967320728718e+00,  8.777790220203880e-01, -3.266736615487265e+00,  2.060525246808438e+00
  7.487500000000000e+00,  4.541386333009376e-02,  5.918945826270345e-01,  1.786702200925970e+00,  9.070530777706474e-01, -3.290056091080878e+00,  2.062855897833674e+00
  7.491666666666667e+00,  3.888526657037058e-02,  5.901725158021280e-01,  1.786141376868848e+00,  9.371936860995856e-01, -3.312773091112748e+00,  2.063151687394728e+00
  7.495833333333334e+00,  3.271566660757529e-02,  5.883468289110227e-01,  1.785293729642315e+00,  9.680577400724507e-01, -3.334711505968688e+00,  2.061788757284876e+00
  7.500000000000000e+00,  2.690130595568341e-02,  5.864392138571959e-01,  1.784182866575255e+00,  9.994374974707240e-01, -3.355708925109029e+00,  2.059203397502539e+00
  7.504166666666666e+00,  2.143209020319604e-02,  5.844726899686743e-01,  1.782847679794435e+00,  1.031095816517682e+00, -3.375648161988556e+00,  2.055821735193728e+00
  7.508333333333333e+00,  1.629745518883145e-02,  5.824677816280958e-01,  1.781335732555491e+00,  1.062806173685499e+00, -3.394474630854349e+00,  2.051983915878037e+00
  7.512500000000000e+00,  1.148945131704918e-02,  5.804422376720610e-01,  1.779694111933594e+00,  1.094369290336451e+00, -3.412180450153703e+00,  2.047942432479614e+00
  7.516666666666667e+00,  6.997451965825805e-03,  5.784158055229027e-01,  1.777962889447095e+00,  1.125611810720439e+00, -3.428772820365802e+00,  2.043920234186787e+00
  7.520833333333333e+00,  2.801108390842061e-03,  5.764135787996796e-01,  1.776172447670018e+00,  1.156386823524233e+00, -3.444256640375946e+00,  2.040148952736948e+00
  7.525000000000000e+00, -1.129379348442411e-03,  5.744636858458829e-01,  1.774342768173570e+00,  1.186570043250911e+00, -3.458631386301223e+00,  2.036873002507700e+00
  7.529166666666667e+00, -4.824959682825934e-03,  5.725916647987285e-01,  1.772483033075983e+00,  1.216050615905246e+00, -3.471893378367477e+00,  2.034334018547840e+00
  7.533333333333333e+00, -8.308419420775101e-03,  5.708154112430920e-01,  1.770592573471615e+00,  1.244724044396368e+00, -3.484041018267912e+00,  2.032748499662766e+00
  7.537500000000000e+00, -1.159025744140255e-02,  5.691426690645927e-01,  1.768664336873664e+00,  1.272491559810304e+00, -3.495083211297267e+00,  2.032284268619245e+00
  7.541666666666667e+00, -1.467033919961366e-02,  5.675713721573991e-01,  1.766689703637080e+00,  1.299296932775398e+00, -3.505059808094574e+00,  2.032979311112973e+00
  7.545833333333333e+00, -1.754409956904471e-02,  5.660924196998334e-01,  1.764662941145241e+00,  1.325214574815753e+00, -3.514070167646515e+00,  2.034591055543960e+00
  7.550000000000000e+00, -2.021120239130394e-02,  5.646940489265441e-01,  1.762584007412727e+00,  1.350508363621113e+00, -3.522275674694598e+00,  2.036533656609009e+00
  7.554166666666666e+00, -2.268110977998985e-02,  5.633659558163480e-01,  1.760458889082598e+00,  1.375570869086364e+00, -3.529857698598320e+00,  2.038033504623342e+00
  7.558333333333334e+00, -2.497107093663976e-02,  5.621007936327080e-01,  1.758297769489396e+00,  1.400768893325553e+00, -3.536959747534278e+00,  2.038411103239421e+00
  7.562500000000000e+00, -2.709898947834659e-02,  5.608931605655748e-01,  1.756112207614789e+00,  1.426299218738648e+00, -3.543652725565488e+00,  2.037305609029862e+00
  7.566666666666666e+00, -2.907770436232888e-02,  5.597389923198192e-01,  1.753912900269831e+00,  1.452135933430638e+00, -3.549937868893026e+00,  2.034734162319127e+00
  7.570833333333333e+00, -3.091400390076781e-02,  5.586367208355574e-01,  1.751709151946113e+00,  1.478069132456452e+00, -3.555773804095354e+00,  2.031010253197164e+00
  7.575000000000000e+00, -3.261133472290328e-02,  5.575882759777089e-01,  1.749509867347533e+00,  1.503775388382635e+00, -3.561104927214923e+00,  2.026625948989473e+00
  7.579166666666667e+00, -3.417376163510874e-02,  5.565979873900433e-01,  1.747324987529183e+00,  1.528888925245316e+00, -3.565884119040371e+00,  2.022142044283066e+00
  7.583333333333333e+00, -3.560712942518331e-02,  5.556696136247085e-01,  1.745166258290486e+00,  1.553071644676845e+00, -3.570090456569624e+00,  2.018073713796908e+00
  7.587500000000000e+00, -3.691492567538545e-02,  5.548032647181320e-01,  1.743046353957514e+00,  1.576073585577786e+00, -3.573738015119876e+00,  2.014779853973440e+00
