Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[0],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[1],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[2],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[3],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[4],Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_ObjectPos.Pos[5]
  6.545833333333333e+00, -6.795829215888552e-01,  2.438983565193462e-01,  1.049040550134154e+00, -2.143245811345836e+00, -1.466253772794741e+00, -2.023663706250698e+00
  6.550000000000000e+00, -6.846504792739656e-01,  2.494997101935469e-01,  1.057853607614937e+00, -2.182473619754275e+00, -1.441750385342832e+00, -1.983776496858758e+00
  6.554166666666667e+00, -6.894964091861382e-01,  2.551575521620943e-01,  1.066807933446964e+00, -2.220729953540856e+00, -1.415944732811379e+00, -1.944592784027442e+00
  6.558333333333334e+00, -6.941107937224233e-01,  2.608712139708402e-01,  1.075901891541837e+00, -2.258066781648531e+00, -1.388891811786604e+00, -1.906188271168871e+00
  6.562500000000000e+00, -6.984795118602578e-01,  2.666409319322341e-01,  1.085130228718129e+00, -2.294537498747724e+00, -1.360638870188878e+00, -1.868651964644904e+00
  6.566666666666666e+00, -7.025866015531561e-01,  2.724656565049292e-01,  1.094484152701988e+00, -2.330180470260730e+00, -1.331250353224882e+00, -1.832043615325841e+00
  6.570833333333333e+00, -7.064187018277056e-01,  2.783390709163326e-01,  1.103955052549487e+00, -2.364991548644534e+00, -1.300854025835143e+00, -1.796310463786099e+00
  6.575000000000000e+00, -7.099692175202041e-01,  2.842468968303111e-01,  1.113538466482075e+00, -2.398896444394225e+00, -1.269675507936827e+00, -1.761215052896157e+00
  6.579166666666667e+00, -7.132375967436301e-01,  2.901694254270078e-01,  1.123232847832742e+00, -2.431709584445595e+00, -1.238051081519257e+00, -1.726292949965644e+00
  6.583333333333333e+00, -7.162237867409338e-01,  2.960878585344596e-01,  1.133032895144261e+00, -2.463125228849815e+00, -1.206376960580520e+00, -1.690930770379417e+00
  6.587500000000000e+00, -7.189236331406074e-01,  3.019893361916571e-01,  1.142923162688312e+00, -2.492782399859087e+00, -1.175000268063250e+00, -1.654569450473645e+00
  6.591666666666667e+00, -7.213297197195946e-01,  3.078677544142625e-01,  1.152877651706399e+00, -2.520363974420933e+00, -1.144129720629615e+00, -1.616888040916527e+00
  6.595833333333333e+00, -7.234360429349036e-01,  3.137216447036604e-01,  1.162865493305872e+00, -2.545674648219749e+00, -1.113812473880718e+00, -1.577867227616460e+00
  6.600000000000000e+00, -7.252420269131959e-01,  3.195516977656404e-01,  1.172858079640613e+00, -2.568672199514630e+00, -1.083965009321139e+00, -1.537740555388823e+00
  6.604166666666667e+00, -7.267535310673983e-01,  3.253586958138639e-01,  1.182833464870127e+00, -2.589462986198761e+00, -1.054420719297205e+00, -1.496904688847290e+00
  6.608333333333333e+00, -7.279805650614787e-01,  3.311409937577078e-01,  1.192776538686707e+00, -2.608276507685985e+00, -1.024975537039891e+00, -1.455837886105377e+00
  6.612500000000000e+00, -7.289334403122679e-01,  3.368915132506921e-01,  1.202676370252529e+00, -2.625401474821224e+00, -9.954445647419033e-01, -1.415003356446682e+00
  6.616666666666667e+00, -7.296211898149723e-01,  3.425964672708603e-01,  1.212524851712846e+00, -2.641103935045621e+00, -9.657139616244469e-01, -1.374751244796145e+00
  6.620833333333334e+00, -7.300525473075383e-01,  3.482376231863759e-01,  1.222317730602203e+00, -2.655588388760934e+00, -9.357517888075788e-01, -1.335286167055658e+00
  6.625000000000000e+00, -7.302357139181058e-01,  3.537964554263582e-01,  1.232053495214941e+00, -2.668999738261630e+00, -9.055867307635335e-01, -1.296699499613657e+00
  6.629166666666666e+00, -7.301766061654683e-01,  3.592571874292028e-01,  1.241728674861107e+00, -2.681421937326413e+00, -8.752868868215040e-01, -1.259008787330134e+00
  6.633333333333333e+00, -7.298782070419838e-01,  3.646075198775529e-01,  1.251333841643283e+00, -2.692870725401931e+00, -8.449462327108573e-01, -1.222182054115093e+00
  6.637500000000000e+00, -7.293420673389058e-01,  3.698384818627161e-01,  1.260853083587922e+00, -2.703309594135652e+00, -8.146672564055693e-01, -1.186165574669850e+00
  6.641666666666667e+00, -7.285715132356099e-01,  3.749455941722121e-01,  1.270266171367927e+00, -2.712693078470120e+00, -7.845368931216435e-01, -1.150919369899252e+00
  6.645833333333333e+00, -7.275747411687040e-01,  3.799301528389254e-01,  1.279551808019428e+00, -2.721010273671574e+00, -7.546087328975718e-01, -1.116441635918214e+00
  6.650000000000000e+00, -7.263666227566259e-01,  3.847972973445142e-01,  1.288691342608290e+00, -2.728309288319668e+00, -7.249014199086637e-01, -1.082770454297403e+00
  6.654166666666667e+00, -7.249688433136295e-01,  3.895515962700210e-01,  1.297672021913391e+00, -2.734685313630572e+00, -6.954145069135932e-01, -1.049956907116996e+00
  6.658333333333333e+00, -7.234069829228412e-01,  3.941948079435857e-01,  1.306487281851302e+00, -2.740230936904847e+00, -6.661524141850328e-01, -1.018025544839287e+00
  6.662500000000000e+00, -7.217058731238897e-01,  3.987267950872187e-01,  1.315134496871985e+00, -2.745009536794651e+00, -6.371340666750965e-01, -9.869679870995554e-01
  6.666666666666667e+00, -7.198873064376492e-01,  4.031460649560024e-01,  1.323613759229201e+00, -2.749091843786955e+00, -6.083818924107920e-01, -9.567756855108720e-01
  6.670833333333333e+00, -7.179700057968458e-01,  4.074496145309027e-01,  1.331926952696697e+00, -2.752587123857189e+00, -5.799130449601021e-01, -9.274599550927192e-01
  6.675000000000000e+00, -7.159686392015540e-01,  4.116339630357650e-01,  1.340074232764259e+00, -2.755604735200288e+00, -5.517488203492537e-01, -8.990338971462899e-01
  6.679166666666666e+00, -7.138922036600678e-01,  4.156955322497794e-01,  1.348050572574948e+00, -2.758189988605145e+00, -5.239309876067472e-01, -8.714866345507487e-01
  6.683333333333334e+00, -7.117437263178071e-01,  4.196285107089875e-01,  1.355845322136267e+00, -2.760294780113032e+00, -4.965308118473242e-01, -8.447772533773891e-01
  6.687500000000000e+00, -7.095219957461248e-01,  4.234232234173487e-01,  1.363443339030338e+00, -2.761789036607572e+00, -4.696457176046253e-01, -8.188469842426089e-01
  6.691666666666666e+00, -7.072260707525397e-01,  4.270688019347232e-01,  1.370827714513673e+00, -2.762502935663804e+00, -4.433812799844858e-01, -7.936379844799509e-01
  6.695833333333334e+00, -7.048605202084877e-01,  4.305578654500075e-01,  1.377984398368735e+00, -2.762282967957221e+00, -4.178280199534138e-01, -7.691086600842643e-01
  6.700000000000000e+00, -7.024372403543246e-01,  4.338881294084349e-01,  1.384905433203393e+00, -2.761041979739673e+00, -3.930474973602553e-01, -7.452439901652361e-01
  6.704166666666667e+00, -6.999733979382188e-01,  4.370614614490688e-01,  1.391589101384697e+00, -2.758791610730733e+00, -3.690689277121725e-01, -7.220603054293947e-01
  6.708333333333333e+00, -6.974881912107067e-01,  4.400836660431392e-01,  1.398038359568916e+00, -2.755645881340911e+00, -3.458911943618035e-01, -6.996003850564928e-01
  6.712500000000000e+00, -6.950002565886784e-01,  4.429639874607574e-01,  1.404257962871069e+00, -2.751803949600151e+00, -3.234876751111084e-01, -6.779253546015209e-01
  6.716666666666667e+00, -6.925260712423464e-01,  4.457113377834983e-01,  1.410250887009754e+00, -2.747531401623572e+00, -3.018155405605590e-01, -6.571101400575591e-01
  6.720833333333333e+00, -6.900790188084079e-01,  4.483294313918815e-01,  1.416015635852150e+00, -2.743125672976481e+00, -2.808331940124659e-01, -6.372337968460388e-01
  6.725000000000000e+00, -6.876682828141893e-01,  4.508172185439897e-01,  1.421544390876585e+00, -2.738842044244862e+00, -2.605203574317892e-01, -6.183601233065286e-01
  6.729166666666667e+00, -6.852981448925161e-01,  4.531748131330266e-01,  1.426823315668654e+00, -2.734818634610647e+00, -2.408869336108054e-01, -6.005209383346084e-01
  6.733333333333333e+00, -6.829701727480082e-01,  4.554066979450256e-01,  1.431838866994931e+00, -2.731081342133063e+00, -2.219643060212276e-01, -5.837142877412802e-01
  6.737500000000000e+00, -6.806873294463434e-01,  4.575173491204969e-01,  1.436586523035989e+00, -2.727629179193158e+00, -2.037901506851296e-01, -5.679153950410851e-01
  6.741666666666666e+00, -6.784555293737765e-01,  4.595052815837835e-01,  1.441070772585278e+00, -2.724483664489501e+00, -1.864047416428392e-01, -5.530883488230754e-01
  6.745833333333334e+00, -6.762827645450006e-01,  4.613640863834170e-01,  1.445294832383478e+00, -2.721617979211821e+00, -1.698622341630150e-01, -5.391908803875554e-01
  6.750000000000000e+00, -6.741793563336905e-01,  4.630892593620987e-01,  1.449251977419388e+00, -2.718855439485705e+00, -1.542392673261188e-01, -5.261788158874402e-01
  6.754166666666666e+00, -6.721589346454134e-01,  4.646818136936375e-01,  1.452928078975802e+00, -2.715912448494570e+00, -1.396195679076409e-01, -5.140193432785806e-01
  6.758333333333333e+00, -6.702374391576427e-01,  4.661451266106677e-01,  1.456311971261623e+00, -2.712590454208036e+00, -1.260609727603189e-01, -5.027042492286484e-01
  6.762500000000000e+00, -6.684300339782520e-01,  4.674801331858657e-01,  1.459402356395810e+00, -2.708913611920215e+00, -1.135788838575716e-01, -4.922477901380037e-01
  6.766666666666667e+00, -6.667483917845801e-01,  4.686842578228607e-01,  1.462205431541208e+00, -2.705081076128908e+00, -1.021610299525195e-01, -4.826722683934223e-01
  6.770833333333333e+00, -6.651999058944205e-01,  4.697543805828823e-01,  1.464727932115315e+00, -2.701320065729683e+00, -9.179251456116540e-02, -4.739961419335449e-01
  6.775000000000000e+00, -6.637882949253712e-01,  4.706895601905765e-01,  1.466972347841504e+00, -2.697777572405784e+00, -8.247123470257996e-02, -4.662308965101873e-01
  6.779166666666667e+00, -6.625150366690447e-01,  4.714906767906304e-01,  1.468935863764983e+00, -2.694489752049959e+00, -7.421237946599049e-02, -4.593827090103177e-01
  6.783333333333333e+00, -6.613807967255553e-01,  4.721584867292324e-01,  1.470611598358345e+00, -2.691404326017893e+00, -6.704526327334215e-02, -4.534549730616602e-01
  6.787500000000000e+00, -6.603857520866734e-01,  4.726909727779276e-01,  1.471991111149698e+00, -2.688434196861723e+00, -6.100610239183253e-02, -4.484505643817285e-01
  6.791666666666667e+00, -6.595295744756656e-01,  4.730809315917600e-01,  1.473067208226373e+00, -2.685521075397327e+00, -5.613002051298525e-02, -4.443726835585423e-01
  6.795833333333333e+00, -6.588124161460255e-01,  4.733168705361249e-01,  1.473836028215561e+00, -2.682680890495527e+00, -5.244244507347222e-02, -4.412239331295396e-01
  6.800000000000000e+00, -6.582361387982361e-01,  4.733870258830991e-01,  1.474297766909177e+00, -2.680010014177328e+00, -4.995294985568818e-02, -4.390053506053370e-01
  6.804166666666667e+00, -6.578042703917643e-01,  4.732824200957301e-01,  1.474455731117861e+00, -2.677645108681161e+00, -4.865826890848544e-02, -4.377165111156697e-01
  6.808333333333334e+00, -6.575208908458745e-01,  4.729971974448015e-01,  1.474314105052910e+00, -2.675693440434596e+00, -4.855393517570482e-02, -4.373559839996535e-01
  6.812500000000000e+00, -6.573894218988726e-01,  4.725283949106053e-01,  1.473875533888983e+00, -2.674175117429237e+00, -4.964447071922127e-02, -4.379216914863176e-01
  6.816666666666666e+00, -6.574114988521746e-01,  4.718772298493057e-01,  1.473139833207130e+00, -2.673009198213995e+00, -5.194427074895097e-02, -4.394114069618581e-01
  6.820833333333333e+00, -6.575860451891419e-01,  4.710507985548611e-01,  1.472104135345744e+00, -2.672045147232047e+00, -5.547063882352345e-02, -4.418238804054537e-01
  6.825000000000000e+00, -6.579091501047096e-01,  4.700610433327751e-01,  1.470763470187224e+00, -2.671121159860067e+00, -6.023604334031918e-02, -4.451608548675964e-01
  6.829166666666667e+00, -6.583749086414337e-01,  4.689196044197702e-01,  1.469111271646534e+00, -2.670122499773214e+00, -6.624539303326736e-02, -4.494286087644680e-01
  6.833333333333333e+00, -6.589765537677840e-01,  4.676313532214602e-01,  1.467140275501518e+00, -2.669010402361313e+00, -7.349870973712709e-02, -4.546372014061621e-01
  6.837500000000000e+00, -6.597073056284416e-01,  4.661914822043977e-01,  1.464844241216112e+00, -2.667804059445510e+00, -8.199570380080670e-02, -4.607966608272433e-01
  6.841666666666667e+00, -6.605607691126778e-01,  4.645879026615725e-01,  1.462220286281291e+00, -2.666535456363407e+00, -9.173832476056359e-02, -4.679110910930783e-01
  6.845833333333333e+00, -6.615304233112188e-01,  4.628061693496180e-01,  1.459269852876527e+00, -2.665218845928733e+00, -1.027295732729892e-01, -4.759756009852481e-01
  6.850000000000000e+00, -6.626080041214912e-01,  4.608335929739582e-01,  1.455996388326816e+00, -2.663845280521790e+00, -1.149708793585093e-01, -4.849799102996261e-01
  6.854166666666667e+00, -6.637818975460374e-01,  4.586614508520724e-01,  1.452401693748658e+00, -2.662381907694418e+00, -1.284613314824357e-01, -4.949140109314965e-01
  6.858333333333333e+00, -6.650372124244175e-01,  4.562853795731215e-01,  1.448484498883263e+00, -2.660771978241525e+00, -1.431983061651518e-01, -5.057697605503791e-01
  6.862500000000000e+00, -6.663578900982632e-01,  4.537045337388340e-01,  1.444242268215593e+00, -2.658958440626221e+00, -1.591742144147501e-01, -5.175408152711042e-01
  6.866666666666667e+00, -6.677292798702853e-01,  4.509207762657497e-01,  1.439675046808775e+00, -2.656943124701640e+00, -1.763650005646286e-01, -5.302276415194427e-01
  6.870833333333334e+00, -6.691393127824256e-01,  4.479380401990906e-01,  1.434788033684078e+00, -2.654827203975839e+00, -1.947209992084716e-01, -5.438457676977728e-01
  6.875000000000000e+00, -6.705780561880058e-01,  4.447605734744953e-01,  1.429589363384057e+00, -2.652762013501925e+00, -2.141774423724727e-01, -5.584259784714268e-01
  6.879166666666666e+00, -6.720365936041333e-01,  4.413904279026109e-01,  1.424085313623116e+00, -2.650857095356996e+00, -2.346765292409286e-01, -5.740044676503000e-01
  6.883333333333334e+00, -6.735055906627582e-01,  4.378267097345648e-01,  1.418278329972198e+00, -2.649147415497806e+00, -2.561776813449987e-01, -5.906148393337541e-01
  6.887500000000000e+00, -6.749735259345752e-01,  4.340670053984323e-01,  1.412167942187344e+00, -2.647614465582397e+00, -2.786550852555557e-01, -6.082872683499305e-01
  6.891666666666667e+00, -6.764254030010332e-01,  4.301086879930927e-01,  1.405751856521172e+00, -2.646200470056054e+00, -3.020948366244913e-01, -6.270476029410353e-01
  6.895833333333333e+00, -6.778429493673864e-01,  4.259498634573269e-01,  1.399027125448629e+00, -2.644804804406219e+00, -3.264922334458181e-01, -6.469111065751261e-01
  6.900000000000000e+00, -6.792064134271362e-01,  4.215904459479037e-01,  1.391991563370261e+00, -2.643289984814168e+00, -3.518448755629540e-01, -6.678772425779496e-01
  6.904166666666667e+00, -6.804973997479037e-01,  4.170314085183064e-01,  1.384644786590135e+00, -2.641518136529585e+00, -3.781433081683577e-01, -6.899361084452971e-01
  6.908333333333333e+00, -6.817016581510371e-01,  4.122727921503392e-01,  1.376989183270797e+00, -2.639390383135783e+00, -4.053649754641601e-01, -7.130811372459491e-01
